egrt,surname,first_name,id,simon_id,first_name_alt,surname_alt,date_of_birth,date_of_death,active_beginning,active_ending,guild,occupation_rank_1,occupation_rank_2,occupation_rank_3,occupation_rank_4,books_owned_by,made_instruments_for,made_instruments_designed_by,owned_instruments_by,supplied_instruments_to,used_instruments_by,published_books_by,edited_work_by,wrote_treatise_on_instrument_by,sold_books_by,sold_map_by,published_map_by,translated_books_by,worked_with,partnership_with,studied_with,friend_of,associated_with,visited,see_also,designed_instruments_for,sold_instruments_by,demonstrated_instruments_to,observed_experiment_by,conducted_experiment_with,tested_instruments_by,improved_instruments_designed_by,modified_instrument_by,copied_instrument_by,advertised_by,succeeded_by,son_of,brother_of,nephew_of,apprentice_of,pupil_of,patron_of,relation_of,son_in_law_of,shared_premises_with,lodged_with,referenced_by,recommended_by,disputed_with,rival_of,employed_by,pract_identity,group_id
312.0,Atkinson,James,CAE896FF,20,,,,,1667,1711,,Mathematical Instrument Maker,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B72F5F25,,,,,,,,,,,B72F5F25,Atkinson James CAE896FF nan nan,32
313.0,Carver,Isaac,34980D52,162,,,,,1667,1708,,Mathematical instrument maker,,,,,B5F1653D,5CC236F8; F794316D,,,,,,,,,,,,,,,,,5CC236F8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carver Isaac 34980D52 nan nan,0
314.0,Cotterel,Charles,4631895D,,,,,,1667,,,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotterel Charles 4631895D nan nan,0
315.0,Edwards,Thomas,E3CC6D78,,,,,,1667,1692,,Teacher,diallist (?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032C79F1,,,,,,,,,,,,,,,,,Edwards Thomas E3CC6D78 nan nan,0
316.0,Elmes,William,C25F7A42,178,,,,,1667,1672,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmes William C25F7A42 nan nan,0
317.0,Fage,Edward,55CE0C92,176,,,,,1667,1673,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D226C5D0,,,,,Fage Edward 55CE0C92 nan nan,0
318.0,Flamsteed,John,97587E93,,,,1646,1719,,,,Astronomer,,,,,,,,,84E713D4; B1DFB24F,,,,,,,,535C2490,,,7B441220; EE2D6553; EAC9C746; 6D215B3E; 535C2490,14A60FA0; F876794F; 2A054809; B1DFB24F,,,,,,,,,,,,,,,,,,,,,,,,D83543CE,F876794F,,,,Flamsteed John 97587E93 1646 1719,0
319.0,Henshaw,Walter,1FE8D68F,175,,,,,1667,1695,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406AA7BE (possibly),,,,,,,,,,,9F4A0E80,,,,,Henshaw Walter 1FE8D68F nan nan,0
320.0,Howe,Joseph,9547C6D9,172,,,,,1667,1710 (?),,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howe Joseph 9547C6D9 nan nan,33
321.0,Longland,William,441D0C3A,194,,,,,1667,1722,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9547C6D9,,,,,,,,,,,,Longland William 441D0C3A nan nan,0
322.0,Prujean,John,032C79F1,198,,,,1701,1667,,,Mathematical Instrument Maker,,,,,,3D00AE83; 7B441220; 8E14A0B3; 8D6D68F4; 15A821CA; 707C654A; F30CDEC7; E3CC6D78; 6D215B3E; 3E88C3B5; 128A1ED7; 8E14A0B3,,8D6D68F4,,,,,3E88C3B5,,,,,,,,,,,,8E14A0B3; 8D6D68F4; 15A821CA; 707C654A; 7B441220; F30CDEC7; E3CC6D78; 6D215B3E; 3E88C3B5; 128A1ED7; 8E14A0B3,,,,,,,,,,,,,,,,,,,,,,,,,Prujean John 032C79F1 nan 1701,0
323.0,Smethwick,Francis,116EA9F2,,,,,,1667,1685,,Mathematical Instrument Make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15A821CA,,,,,,2A054809,,,,,Smethwick Francis 116EA9F2 nan nan,0
324.0,Starr,Robert,DC11E37C,197,,,,,1667,1686,,Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,EF106925,,,,,,,,EF106925,,,,,,,,,,,,,,,,,Starr Robert DC11E37C nan nan,0
325.0,Thornton,John,6D9F24FC,,,,,,1667,1705,,Hydrographer,,,,,,,,,,,,,,,,,,,,,E4CE98D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornton John 6D9F24FC nan nan,0
326.0,Adamson,Humphrey,BAE3E27A,196,,,,,1668,1682,,Mathematical Instrument Maker,,,,,,08FE9AE2,,,,,,,,,,,,,,,B1DFB24F; 97587E93,,,,08FE9AE2,,,,,,,EE2D6553,,,,,,,,,,,,,,C6A0949E,,,2A054809; F876794F,Adamson Humphrey BAE3E27A nan nan,0
327.0,Gay,Thomas,66552EDB,195,,,,,1668,1732,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9547C6D9,,,,,,,,,,,,Gay Thomas 66552EDB nan nan,0
328.0,Page,Dixy,CA20BF9F,,,,,,1668,1674,,Mathematical Practitioner,,,,,,,,,,,,,623A13C1; D95A3FF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page Dixy CA20BF9F nan nan,0
329.0,Walgrave,William,46DBD25B,,,,,,1668,1681,,Mathematical Practitioner,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walgrave William 46DBD25B nan nan,0
330.0,Wing,Vincent,51866F7F,,,,,,1668,1672,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14A60FA0,,,,,,,,,,,,,,,Wing Vincent 51866F7F nan nan,19
331.0,Berry,William,57F6F09D,193,,,,,1669,1708,,Globe-maker,,,,,,,,,,,,,,,,,,,,,8AB47545; D226C5D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berry William 57F6F09D nan nan,0
332.0,Collins,Greenvile,215ACC08,,,,,,1669,1696,,Hydrographer,Navigator,Surveyor,,,,,,,,,,,,,,,4AD081ED [possibly],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collins Greenvile 215ACC08 nan nan,0
333.0,Wells,Joseph,3394F95C,191,,,,,1667,1672,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wells Joseph 3394F95C nan nan,0
334.0,Jole,Robert,F4764DEC,189,,Choule,,,1667,1677,,Mathematical Instrument Maker,Teacher,Author,,,,15A821CA; 4C2EB09C,,,,,,,,,,,,,,,,,,,C25F7A42; 3394F95C,,,,,,,,,,,,,,,,,,,,,,,,,Jole Robert F4764DEC nan nan,0
335.0,King,Gregory Jnr.,559ACE92,,,,1648,1712,,,,Surveyor,Cartographer,,,,,,,,,,,,,,,,376B064D,,,,B5AA83D3; 2A054809,,,,,,,,,,,,,,0C457567,,,,,,,,,,,,,,0C457567,King Gregory Jnr. 559ACE92 1648 1712,0
336.0,Moone,Thomas,B4F9F90B,690,,,,,1669,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F09C1579,F09C1579,,,,Moone Thomas B4F9F90B nan nan,0
337.0,Pricke,Robert,DE865BBA,,,,,,1669,1675,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pricke Robert DE865BBA nan nan,0
338.0,Shere,Henry,A5A016CC,,,Sheres,,,1669,1698,,Engineer,Surveyor,,,,,,,,,,2D0F71CC,,,,,,,,,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shere Henry A5A016CC nan nan,0
339.0,Slezer,John,29AD0D7B,,,,,1714,1669,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,F794316D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slezer John 29AD0D7B nan 1714,0
340.0,Whiblin,John,AB737C5F,,,,,,1669,1676,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whiblin John AB737C5F nan nan,0
341.0,Wingfield,John,56709262,201,,,,,1669,1671,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,E4CE98D5; 9F4A0E80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wingfield John 56709262 nan nan,0
342.0,Wood,John,4AD081ED,4006 [?],,,,1681,1669,,,Surveyor,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,215ACC08,,,,,,,,,,,,,,,,,,,,,,3E88C3B5; 77FB7497; 2A054809,,,,,Wood John 4AD081ED nan 1681,17
343.0,Yarwell,John,378D043F,200,,,1648,1712,,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,DE92E776,,,,,,,,,18AFC44F,,,,,,,,,,,,,,,9BD25FEB; 535C2490,Yarwell John 378D043F 1648 1712,0
344.0,Adams,John,376B064D,,,,,,1670,1696,,Surveyor,Cartographer,Mathematical Practitioner,,,,,,,,,,,,,,,F30CDEC7,,,,97587E93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams John 376B064D nan nan,34
345.0,Forster,Clement,C785F2BD,206,,,,,1670,1694,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forster Clement C785F2BD nan nan,0
346.0,De Foubert,M.,ACD0A611,,,,,,1670,1686,,Teacher,,,,,,,,,,,,,,,,,,,,,397F9844; 2A054809; 34241F0F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Foubert M. ACD0A611 nan nan,0
347.0,Herne,John (jnr.),C359D4EF,,,,,,1670,1685,,Mathematical Practitioner,Diallist,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF106925,,,,,,,,,,,,,,,Herne John (jnr.) C359D4EF nan nan,24
348.0,Hone,Joseph,B608775A,205,,,,,1670,1704,,Mathematical Instrument Maker,,,,,,77FB7497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hone Joseph B608775A nan nan,33
349.0,Sinclair,George,9B31D388,1025,,St. Clair,,,1670,1703,,Mathematical Instrument Maker,,,,,,,,9BD25FEB,,,,,,,,,,,,9BD25FEB,,,,,,,,,,DC974BAB,,,,,,,9E7ECE41,,,,,,,,6D215B3E,,,,,Sinclair George 9B31D388 nan nan,29
350.0,Quare,Daniel,550C3775,204,,,1649,1724,,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,DE92E776,,,,,,,,,88EBD84E,,,,,,,,,,,,,,,,Quare Daniel 550C3775 1649 1724,0
351.0,Kitson,George,1EAA4C19,202,,,,,17th Century,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,C10627C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitson George 1EAA4C19 nan nan,0
352.0,Colson,John,F0BE3A7C,,,,,,1671,1709,,Teacher,,,,,,,,,,,F09C1579,,,,,,,,,215ACC08; 3E88C3B5; B9F9AF5C; FF62ED8E,,,,,,,,,,,,,,,,,,,,,2C58BF52 (possibly),,,,,,,,,Colson John F0BE3A7C nan nan,26
353.0,Northall,William,C6AE7F97,,,,,,1671,1680,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F4A0E80,,,,Northall William C6AE7F97 nan nan,0
354.0,Webster,Robert,0484E26A,,,,,,1671,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D215B3E,,,,,Webster Robert 0484E26A nan nan,0
356.0,Jenifer,John,7FB70DD0,,,,,,1672,1699,,Surveyor,Hydrographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenifer John 7FB70DD0 nan nan,0
357.0,Kempthorne,John,6646AA69,,,,,,1672,1688,,Surveyor,Hydrographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kempthorne John 6646AA69 nan nan,0
358.0,Knibb,John,5775EE07,210,,,,,1672,1682,,Mathematical Instrument Maker,,,,,9BD25FEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9BD25FEB,Knibb John 5775EE07 nan nan,0
359.0,Melling,John,F59E2CBC,211,,,,,1672,1704,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D83543CE,,,,,Melling John F59E2CBC nan nan,0
360.0,Parker,John,DAED03E7,,,,1651,1743,,,,Astrologer,Alanmack-maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E88C3B5,549AB8F5,,,,Parker John DAED03E7 1651 1743,31
361.0,Sharp,Abraham,F0BE3A7C,336,,,1651,1742,,,,Teacher,Mathematical Instrument maker,Philosopher,,,,,,,,,,,,,,,97587E93,,,97587E93; 3E88C3B5; B9F9AF5C; 9A7F2BEB; FF62ED8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharp Abraham F0BE3A7C 1651 1742,35
363.1,Thompson,Isaac,0691CBD5,209,,,,,1672,1695,,Engineer,Mathematical Instrument Maker,,,,2A054809,,,,,,,,,,,,08FE9AE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809; 2A054809,Thompson Isaac 0691CBD5 nan nan,0
364.0,Hunt,Harry,0447A901,656,,,,,1673,1713,,Mathematical Instrument Maker,Meteorologer,,,"Robert Hooke (270), Edmund Halley (401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E88C3B5,,,,2A054809,Hunt Harry 0447A901 nan nan,0
365.0,Hunt,William,5CC236F8,,,,,,1673,1698,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hunt William 5CC236F8 nan nan,0
366.0,Mayne,John,2F476CC4,,,,,,1673,1675,,Author,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayne John 2F476CC4 nan nan,4
367.0,Reine,R.,CB4409CA,181,,,,,1673,1680,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,Reine R. CB4409CA nan nan,0
369.0,Butterfield,Michael,9D9F62DC,,,,,,1674,1722,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2C81056A,,,,,Butterfield Michael 9D9F62DC nan nan,0
370.0,Colson,Nathaniel,2C58BF52,,,,,,1674,,,Navigator,,,,Lancelot Colson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F0BE3A7C (possibly),,,,,,,,,Colson Nathaniel 2C58BF52 nan nan,0
371.0,Conyers,John,F62DDF0F,,,,,,1673,1679,,Mathematical Instrument Maker,,,,Robert Hooke (270),,,,,,,,,,,,,,,,2A054809,,,,,,,,,08FE9AE2,,,,,,,,,,,,,,,,2A054809,,,,,Conyers John F62DDF0F nan nan,0
373.0,Dunning,Jack,7AA1682D,,,,,,1674,1678,,Mathematical Instrument Maker,,,,"Hooke (270). Flamsteed (318), Smethwick (323), John Marshall (435)",,,,,,,,,,,,,,,,,CBC90ABB,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809; 97587E93,Dunning Jack 7AA1682D nan nan,0
374.0,Falgate,Robert,106BA696,,,Felgate,,,1674,1675,,Surveyor,,,,,,,,,,,,,,,,,559ACE92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falgate Robert 106BA696 nan nan,0
375.0,Forbes,Alexander,DD961651,,,,,,1674,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forbes Alexander DD961651 nan nan,0
376.0,Parsons,Charles,7D4643C0,217,,,,,1674,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parsons Charles 7D4643C0 nan nan,0
377.0,Skinner,Joseph,2F5F9D4C,,,,,,1674,1694,,Mathematical Practitioner,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skinner Joseph 2F5F9D4C nan nan,0
378.0,Sleyer,W.,59FF543B,,,,,,1674,1680,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,BD2D0130; 2A054809,,,,,,,,,,,,,,,,,,,,,,,,2A054809,,,,,Sleyer W. 59FF543B nan nan,0
380.0,Stephenson,Nicholas,C6A0949E,,,,,,1674,1680,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,F876794F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephenson Nicholas C6A0949E nan nan,0
381.0,Watson,Samuel,96C44B10,216,,,,,1674,1709,,Mathematical Instrument Maker,Astronomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watson Samuel 96C44B10 nan nan,0
383.0,Gascoyne,Joel,5C7F49F5,,,,,,1675,1725 (?),,Surveyor,,,,John Seller (273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gascoyne Joel 5C7F49F5 nan nan,0
384.0,Lever,Stephen,A6E41357,215,,,,,1675,1677,,Mathematical Instrument Maker,,,,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,,,,,Lever Stephen A6E41357 nan nan,0
385.0,Rogers,Mordecai,5E4E52CD,,,,,,1675,,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogers Mordecai 5E4E52CD nan nan,0
386.0,Tollet,George,D71D2558,,,,,,1675,1713,,Teacher,,,,,,,,,,,,,,,,,,,,,C359D4EF; 2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tollet George D71D2558 nan nan,0
387.0,Vassall,J.,4B636A03,,,,,,1675,,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vassall J. 4B636A03 nan nan,0
388.0,Ward,James,27B6266D,,,,,,1675,1711,,Surveyor,Mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,,,,,Ward James 27B6266D nan nan,0
390.0,Bennet,William,037D396B,1271 [?],,,,,1676,1680,,Mathematical Instrument Maker,Clock-maker,,,,,,,,,,,,,,,,,,,,999F6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,Bennet William 037D396B nan nan,0
391.0,Crawley,Thomas,A137E3F0,6517,,,,,1676,1702,,Instrument Repairsman,,,,"Hooke (270), Scarburgh (187), Hunt (364)",,,,,,,,,,,,,,,,,999F6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,Crawley Thomas A137E3F0 nan nan,0
393.0,Kendal,John,89CC0754,,,,,,1676 (?),1702,,Surveyor,Astronomer,Astrologer,Teacher,,,,,,,,,,,,,,,,,05885B4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kendal John 89CC0754 nan nan,0
394.0,Phillips,Thomas,CABAE93C,,,,,,1676,1695,,Engineer,,,,,,,,,,,,,,,,,,,,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Thomas CABAE93C nan nan,0
395.0,Shepard,Ann,5B616307,225,,,,,1676,,,Businesswoman,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shepard Ann 5B616307 nan nan,0
396.0,Wing,John,E9CC1C68,,,,1655,,1673,1715,,Mathematical Practitioner,Surveyor,Diallist,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14A60FA0,,4233224A,,,,,,,,,,,Wing John E9CC1C68 1655 nan,0
397.0,Caswell,John,F30CDEC7,,,,1656,1712,,,,Teacher,Surveyor,,,,,,,,,,,,,,,,,,,,8D6D68F4; 376B064D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caswell John F30CDEC7 1656 1712,0
398.0,Clement,William,87FCC630,,,,,,1677,1699,,Mathematical Instrument Maker,Clock-maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114E07A; 2A054809,,,,,Clement William 87FCC630 nan nan,0
399.0,Dummer,Edmund,605DBBC6,,,,,,1677,1713,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dummer Edmund 605DBBC6 nan nan,0
400.0,Fairfax,George,6A4268FD,,,,,,1677,1701,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax George 6A4268FD nan nan,0
401.0,Halley,Edmund,3E88C3B5,,,,,,1656,1742,,Hydrographer,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,97587E93,8352B776; EAC9C746; F876794F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halley Edmund 3E88C3B5 nan nan,0
402.0,Hooke,John,8D299394,224,,,,,1677,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hooke John 8D299394 nan nan,0
403.0,Perkins,Peter,9F5737F5,,,,,,1677,1680,,Mathematical Instrument Maker,Teacher,,,,,,,97587E93,,,,,,,,,,,,,F876794F,,,,,,,,,,,,,,,,,,,,,,,,96E2C387; 2A054809,,,,,Perkins Peter 9F5737F5 nan nan,0
404.0,Pound,Thomas,69759764,,,,,,1677,1691,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pound Thomas 69759764 nan nan,0
405.0,Seller,John (Jnr.),99177FF4,223,,,,,1677,1691,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4CE98D5,,,,,,,,,Seller John (Jnr.) 99177FF4 nan nan,30
407.0,White,Thomas,FC5F2837,,,,,,1677,1700,,Surveyor,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F4A0E80,,,,,White Thomas FC5F2837 nan nan,0
408.0,Chamberlaine,Robert,8B1D462F,,,,,,1678,1696,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13B4485E,,,,,,,,,Chamberlaine Robert 8B1D462F nan nan,0
409.0,Hack,William,8EA64D1F,,,,,,1678,1700,,Hydrographer,Chart-Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hack William 8EA64D1F nan nan,0
411.0,Parsons,William,7FFBE835,,,,1658,1723 (?),,,,Mathematical Practitioner,Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parsons William 7FFBE835 1658 1723 (?),0
412.0,Reeves,John,01721BAE,222,,,,,1679,1710 (?),,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EB485A78,,,,,,,,,,,,,,,Reeves John 01721BAE nan nan,0
413.0,Smith,John,2114E07A,220,,,,,1678,1694,,Mathematical Instrument Maker,Clock-maker,Horologer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D215B3E,,,,,Smith John 2114E07A nan nan,12
414.0,Adams,William,AB30E5D2,,,,,,1680,,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376B064D,,,,,,,,,,,,,,Adams William AB30E5D2 nan nan,0
415.0,Ayres,Thomas,BD65D578,,,,,,1680,1705,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayres Thomas BD65D578 nan nan,0
416.0,Baker,William,887F4B8E,219,,,,,1680,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baker William 887F4B8E nan nan,36
417.0,D'agard,M.,1B20022D,,,,,,1680,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D'agard M. 1B20022D nan nan,0
418.0,Fisher,John,B084474B,,,,,,1680,1703,,Surveyor,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisher John B084474B nan nan,0
419.0,Mandey,Venterus,D7B8D6D4,,,,,1709,1680,,,Teacher,Author,,,,,,,,,,,,,,,,F92A6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandey Venterus D7B8D6D4 nan 1709,0
420.0,Price,Charles,D95D3560,218,,,,,1680,1718,,Mathematical Instrument Maker,Cartographer,Globe-Maker,,,,,,,,,,,,,,,,,,,7A54A59B; 22851917; 95C4F1B5; 53B0CEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price Charles D95D3560 nan nan,0
421.0,Warner,John,960D2D77,227 [?],,,,,1680,1710,,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warner John 960D2D77 nan nan,37
422.0,Culpeper,Edmund,CEA4181C,168,,,1660,1738,,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B8B5700C,,,,,,,,,,,,,,,Culpeper Edmund CEA4181C 1660 1738,0
423.0,Fowle,Thomas,D9472B41,,,,,,1681,1687,,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fowle Thomas D9472B41 nan nan,7
424.0,Paterson,James,B456ED04,709,,,,,1681,1693,,Mathematical Practitioner,Author,Teacher,,,,,,,,,,,,,,,,,,,,,9D07C3FA,,,,,,,,,,,,,,,,,,,,,,,,0D7BF206,,,Paterson James B456ED04 nan nan,0
425.0,Saunder,Richard,DDAF721A,,,Saunders,,,1681,1715,,Mathematical Practitioner,Teacher,,,,,,,,,,,,,,,,,,,,,,40391BF5,,,,,,,,,,,,,,,,,,,,,,,,,,,Saunder Richard DDAF721A nan nan,0
426.0,Gregory,David,6AB00976,,,,1661,1708,,,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9BD25FEB,,,,,,,,,,,,,Gregory David 6AB00976 1661 1708,0
427.0,Pagitt,Edward,D6D298B5,,,,,,1682,1695,,Experimentalist,,,,,,,,,,,,,,,,,,,,,E3F73EF5,,,,,,,,,,,,,58D69031,,,,,,,,,,,,,,,,Pagitt Edward D6D298B5 nan nan,0
428.0,Williams,Reeve,7C10B1C2,,,,,,1682,1703,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams Reeve 7C10B1C2 nan nan,0
429.1,Adair,John,F794316D,,,,,1722,1683,,,Sureyor,Hydrographer,Cartographer,,,,,,,,,,,,,,,,,,,29AD0D7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adair John F794316D nan 1722,0
